,Season,Date,Date_interval,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTP,ATP,PtDiff,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,HSCum,ASCum,HSTCum,ASTCum,HFCum,AFCum,HCCum,ACCum,HYCum,AYCum,HRCum,ARCum,PtDiffCum,HStreak,AStreak,HPrevPos,APrevPos,oddsH,oddsD,oddsA
524,2006/2007,2006-12-02,2006-12-02,Arsenal,Tottenham,3,0,H,4,3,2,4,2,-1,6,7,5,4,15,15,3,2,1,2,0,0,3,0,3,3.0,1.4285714285714286,1.4285714285714286,2.142857142857143,2.4285714285714284,-1.0,2.4285714285714284,0.42857142857142855,17.714285714285715,9.428571428571429,10.0,4.571428571428571,7.857142857142857,13.714285714285714,11.0,3.2857142857142856,1.4285714285714286,1.0,0.0,0.2857142857142857,1.7142857142857142,0,0,38.0,37.0,1.6033333333333335,3.533333333333333,5.25
525,2006/2007,2006-12-02,2006-12-02,Blackburn,Fulham,2,0,H,2,2,0,3,2,-1,10,4,6,2,19,13,3,3,2,2,0,0,3,0,3,1.5714285714285714,2.0,2.4285714285714284,2.857142857142857,-0.2857142857142857,-0.7142857142857143,1.1428571428571428,1.0,12.0,8.0,5.571428571428571,3.857142857142857,15.0,13.714285714285714,5.428571428571429,2.7142857142857144,2.5714285714285716,1.8571428571428572,0.14285714285714285,0.0,-0.8571428571428571,0,-1,36.0,28.0,1.9333333333333333,3.216666666666667,3.7166666666666663
526,2006/2007,2006-12-02,2006-12-02,Middlesbrough,Man United,1,2,A,1,6,2,2,-1,4,13,11,5,7,12,16,6,9,2,3,0,0,0,3,-3,1.5714285714285714,4.142857142857143,2.4285714285714284,0.8571428571428571,-0.14285714285714285,3.5714285714285716,1.8571428571428572,3.5714285714285716,11.571428571428571,17.285714285714285,5.714285714285714,9.428571428571429,13.428571428571429,10.285714285714286,6.285714285714286,7.0,1.2857142857142858,1.4285714285714286,0.0,0.0,0.8571428571428571,0,4,29.0,41.0,5.566666666666666,3.6,1.5566666666666666
527,2006/2007,2006-12-02,2006-12-02,Portsmouth,Aston Villa,2,2,D,2,3,3,5,-1,-2,18,8,6,4,14,19,6,7,2,4,1,0,1,1,0,2.7142857142857144,2.2857142857142856,1.5714285714285714,1.4285714285714286,1.1428571428571428,0.14285714285714285,2.2857142857142856,1.4285714285714286,17.0,9.142857142857142,9.857142857142858,5.0,15.0,14.142857142857142,8.571428571428571,3.4285714285714284,1.2857142857142858,1.4285714285714286,0.0,0.0,1.7142857142857142,1,0,26.0,25.0,2.2,3.1166666666666667,3.1333333333333333
528,2006/2007,2006-12-02,2006-12-02,Reading,Bolton,1,0,H,1,0,0,2,1,-2,10,12,3,7,11,15,5,4,0,3,0,0,3,0,3,2.2857142857142856,2.142857142857143,2.5714285714285716,1.8571428571428572,0.5714285714285714,-0.5714285714285714,2.7142857142857144,1.7142857142857142,8.0,7.0,3.7142857142857144,3.4285714285714284,8.857142857142858,13.857142857142858,6.428571428571429,5.285714285714286,0.7142857142857143,2.0,0.14285714285714285,0.2857142857142857,1.7142857142857142,2,-1,0.0,34.0,2.3666666666666667,3.1166666666666667,2.856666666666667
529,2006/2007,2006-12-02,2006-12-02,Sheffield United,Charlton,2,1,H,3,1,1,2,2,-1,26,8,10,4,11,14,12,3,1,1,0,0,3,0,3,1.1428571428571428,1.4285714285714286,2.7142857142857144,3.0,-0.42857142857142855,-1.2857142857142858,0.8571428571428571,0.14285714285714285,9.285714285714286,6.285714285714286,5.0,2.857142857142857,11.571428571428571,11.142857142857142,5.285714285714286,4.0,1.4285714285714286,1.5714285714285714,0.0,0.14285714285714285,-0.8571428571428571,-1,-2,0.0,30.0,2.183333333333333,3.1166666666666667,3.15
530,2006/2007,2006-12-02,2006-12-02,Wigan,Liverpool,0,4,A,1,4,7,0,-6,4,15,9,6,6,9,14,8,2,2,2,0,0,0,3,-3,2.6666666666666665,2.142857142857143,2.1666666666666665,2.142857142857143,0.6666666666666666,-1.0,1.8333333333333333,0.42857142857142855,10.5,13.571428571428571,4.333333333333333,6.142857142857143,12.0,13.428571428571429,3.5,8.428571428571429,1.3333333333333333,2.0,0.0,0.0,1.0,0,0,31.0,39.0,3.483333333333333,3.15,2.033333333333333
531,2006/2007,2006-12-03,2006-12-09,Everton,West Ham,2,0,H,2,0,2,8,0,-8,8,16,5,11,16,9,3,14,2,2,0,0,3,0,3,2.5714285714285716,1.4285714285714286,2.142857142857143,2.2857142857142856,0.8571428571428571,-1.4285714285714286,2.0,0.2857142857142857,10.571428571428571,7.0,5.428571428571429,2.857142857142857,15.571428571428571,11.0,4.142857142857143,4.0,1.5714285714285714,2.142857142857143,0.0,0.0,1.2857142857142858,1,-6,32.0,33.0,1.8666666666666665,3.2000000000000006,3.9666666666666663
532,2006/2007,2006-12-04,2006-12-09,Man City,Watford,0,0,D,1,0,3,0,-2,0,14,6,12,4,12,16,9,8,1,3,0,0,1,1,0,1.8571428571428572,1.4285714285714286,2.4285714285714284,2.857142857142857,-0.2857142857142857,-1.4285714285714286,2.7142857142857144,0.2857142857142857,13.0,9.142857142857142,5.714285714285714,4.142857142857143,16.142857142857142,15.142857142857142,5.285714285714286,5.285714285714286,1.0,1.4285714285714286,0.0,0.0,2.2857142857142856,1,-2,27.0,0.0,1.6066666666666667,3.466666666666667,5.3999999999999995
533,2006/2007,2006-12-05,2006-12-09,Charlton,Blackburn,1,0,H,2,1,5,4,-3,-3,13,5,10,3,10,12,5,4,1,2,0,0,3,0,3,1.5714285714285714,2.1666666666666665,3.2857142857142856,2.8333333333333335,-0.5714285714285714,-0.6666666666666666,1.5714285714285714,0.8333333333333334,13.571428571428571,9.5,6.428571428571429,4.666666666666667,12.714285714285714,13.833333333333334,6.142857142857143,4.5,1.5714285714285714,2.1666666666666665,0.14285714285714285,0.3333333333333333,-0.5714285714285714,0,-2,30.0,36.0,2.5,3.1166666666666667,2.6666666666666665
534,2006/2007,2006-12-05,2006-12-09,Tottenham,Middlesbrough,2,1,H,7,2,2,3,5,-1,22,6,11,3,10,16,7,5,0,3,1,1,6,0,6,1.8571428571428572,1.7142857142857142,2.7142857142857144,2.7142857142857144,-0.14285714285714285,-1.1428571428571428,2.7142857142857144,0.42857142857142855,13.0,6.714285714285714,6.714285714285714,3.0,10.571428571428571,15.857142857142858,7.142857142857143,2.7142857142857144,1.5714285714285714,3.0,0.0,0.14285714285714285,2.0,4,0,37.0,29.0,1.7066666666666668,3.35,4.766666666666667
535,2006/2007,2006-12-06,2006-12-09,Newcastle,Reading,3,2,H,6,2,3,3,3,-1,14,14,8,5,11,13,1,8,1,1,0,0,3,1,2,1.2857142857142858,2.4285714285714284,2.142857142857143,2.5714285714285716,-0.2857142857142857,-1.1428571428571428,1.1428571428571428,1.2857142857142858,14.142857142857142,5.857142857142857,7.714285714285714,2.4285714285714284,15.285714285714286,9.571428571428571,6.714285714285714,7.285714285714286,1.8571428571428572,1.5714285714285714,0.14285714285714285,0.14285714285714285,-0.5714285714285714,1,1,35.0,0.0,1.9666666666666668,3.1833333333333336,3.6666666666666665
536,2006/2007,2006-12-06,2006-12-09,West Ham,Wigan,0,2,A,0,3,8,1,-8,2,13,9,6,4,12,16,7,9,0,3,0,0,0,4,-4,1.4285714285714286,2.4285714285714284,2.2857142857142856,2.857142857142857,-0.14285714285714285,-1.0,1.8571428571428572,1.0,11.142857142857142,11.428571428571429,5.428571428571429,6.0,13.0,15.428571428571429,6.0,5.0,2.4285714285714284,2.857142857142857,0.0,0.0,0.7142857142857143,3,-1,33.0,31.0,1.9333333333333333,3.233333333333333,3.6666666666666665
537,2006/2007,2006-12-09,2006-12-09,Blackburn,Newcastle,1,3,A,1,6,4,3,-3,3,13,16,7,8,10,5,7,4,1,2,1,0,0,3,-3,1.625,1.2857142857142858,2.125,2.142857142857143,0.0,-0.7142857142857143,1.375,1.1428571428571428,11.75,8.714285714285714,5.625,4.428571428571429,15.5,11.714285714285714,5.125,4.0,2.5,2.4285714285714284,0.125,0.0,-0.375,1,0,36.0,35.0,2.0999999999999996,3.1666666666666665,3.3333333333333335
538,2006/2007,2006-12-09,2006-12-09,Bolton,West Ham,4,0,H,4,0,0,8,4,-8,17,3,10,1,11,11,4,3,2,2,0,0,3,0,3,1.875,1.25,1.875,2.0,0.25,-2.25,1.625,0.25,9.0,8.125,4.125,3.875,13.875,10.75,5.5,5.25,1.75,2.125,0.0,0.0,0.25,-1,-6,34.0,33.0,1.75,3.2833333333333337,4.566666666666666
539,2006/2007,2006-12-09,2006-12-09,Liverpool,Fulham,4,0,H,4,0,0,4,4,-4,32,5,19,3,7,8,14,1,1,1,0,0,3,0,3,2.375,2.0,1.875,2.875,2.0,-0.75,3.25,0.875,17.5,7.5,7.5,3.625,10.75,13.625,7.25,2.75,0.875,1.875,0.0,0.0,2.5,0,-2,39.0,28.0,1.3266666666666667,4.483333333333333,8.466666666666667
540,2006/2007,2006-12-09,2006-12-09,Man United,Man City,3,1,H,3,1,1,3,2,-2,20,15,11,7,15,19,7,4,1,3,0,1,3,0,3,4.375,1.625,1.0,2.125,3.375,-0.75,2.875,0.5,15.0,10.875,7.75,5.75,11.625,14.0,6.0,4.625,1.125,2.0,0.0,0.25,2.0,1,1,41.0,27.0,1.3533333333333335,4.36,7.966666666666666
541,2006/2007,2006-12-09,2006-12-09,Middlesbrough,Wigan,1,1,D,2,3,3,1,-1,2,13,8,7,3,10,7,7,4,2,1,0,0,1,4,-3,1.5,2.125,2.375,2.5,-0.25,-0.625,1.625,1.375,11.75,11.125,5.625,5.75,13.25,15.5,6.25,5.5,1.375,2.875,0.0,0.0,0.375,-1,-1,29.0,31.0,1.9833333333333332,3.2000000000000006,3.5666666666666664
542,2006/2007,2006-12-09,2006-12-09,Portsmouth,Everton,2,0,H,2,2,0,2,2,0,13,12,8,5,20,11,6,4,2,4,0,0,3,0,3,2.625,2.25,1.75,1.875,0.875,-0.125,2.125,1.375,17.125,7.875,9.375,4.25,14.875,15.625,8.25,5.75,1.375,1.625,0.125,0.25,1.5,0,-1,26.0,32.0,2.1999999999999997,3.15,3.1
543,2006/2007,2006-12-09,2006-12-09,Tottenham,Charlton,5,1,H,7,2,2,5,5,-3,13,12,9,3,7,11,5,9,2,4,0,0,6,0,6,1.625,1.375,2.375,2.875,0.5,-1.25,3.125,0.125,14.125,6.5,7.25,3.0,10.5,11.5,7.125,3.875,1.375,1.5,0.125,0.125,2.5,4,-3,37.0,30.0,1.5266666666666666,3.8333333333333335,5.75
544,2006/2007,2006-12-09,2006-12-09,Watford,Reading,0,0,D,0,2,0,3,0,-1,8,6,5,1,14,12,2,5,0,1,0,0,1,1,0,1.4285714285714286,2.125,2.857142857142857,2.25,-0.14285714285714285,-1.125,1.1428571428571428,1.25,10.285714285714286,6.875,4.857142857142857,2.75,16.714285714285715,10.0,6.0,7.375,1.4285714285714286,1.5,0.14285714285714285,0.125,-0.8571428571428571,-1,1,0.0,0.0,2.5833333333333335,3.15,2.5566666666666666
545,2006/2007,2006-12-10,2006-12-16,Chelsea,Arsenal,1,1,D,2,4,1,3,1,1,20,11,7,4,16,16,4,5,2,2,0,0,4,4,0,3.5714285714285716,3.5714285714285716,1.1428571428571428,1.7142857142857142,1.5714285714285714,1.0,2.7142857142857144,1.2857142857142858,15.714285714285714,14.285714285714286,8.285714285714286,6.857142857142857,10.571428571428571,9.142857142857142,6.0,6.0,1.5714285714285714,2.5714285714285716,0.14285714285714285,0.14285714285714285,2.5714285714285716,3,-3,40.0,38.0,1.7066666666666668,3.383333333333333,4.683333333333334
546,2006/2007,2006-12-11,2006-12-16,Sheffield United,Aston Villa,2,2,D,3,2,2,3,1,-1,16,7,10,5,11,16,10,4,2,1,0,0,1,1,0,1.375,2.375,2.5,1.875,-0.125,-0.125,1.125,1.375,11.375,9.0,5.625,4.875,11.5,14.75,6.125,3.875,1.375,1.75,0.0,0.0,-0.375,1,0,0.0,25.0,2.69,3.1166666666666667,2.5
547,2006/2007,2006-12-13,2006-12-16,Chelsea,Newcastle,1,0,H,2,2,1,2,1,0,15,6,8,1,16,13,7,2,2,2,0,0,4,0,4,3.125,1.875,1.0,2.25,1.5,-0.25,2.875,1.375,16.25,9.625,8.125,4.875,11.25,10.875,5.75,4.0,1.625,2.375,0.125,0.0,2.25,3,1,40.0,35.0,1.2266666666666666,5.516666666666667,10.5
548,2006/2007,2006-12-13,2006-12-16,Wigan,Arsenal,0,1,A,0,4,2,3,-2,1,15,9,7,3,10,7,4,7,1,0,0,0,0,4,-4,2.857142857142857,3.125,3.0,1.5,-0.2857142857142857,1.0,1.5714285714285714,1.625,11.142857142857142,13.875,4.571428571428571,6.5,11.571428571428571,10.0,4.142857142857143,5.875,1.4285714285714286,2.5,0.0,0.125,0.42857142857142855,-1,-3,31.0,38.0,4.45,3.4166666666666665,1.7233333333333334
549,2006/2007,2006-12-16,2006-12-16,Arsenal,Portsmouth,2,2,D,4,2,3,2,1,0,14,7,8,5,13,13,7,4,0,2,0,0,1,1,0,3.125,2.875,1.5,1.75,2.375,-0.25,2.5,1.125,16.25,7.75,9.375,3.5,8.75,11.0,10.0,4.25,1.375,1.5,0.0,0.0,1.875,1,0,38.0,26.0,1.3833333333333335,4.343333333333334,7.0
550,2006/2007,2006-12-16,2006-12-16,Aston Villa,Bolton,0,1,A,2,1,3,0,-1,1,15,7,9,3,16,19,8,2,0,4,0,0,0,3,-3,2.375,2.375,1.875,1.875,0.75,-0.75,1.875,1.5,9.0,7.625,4.75,3.875,13.25,14.0,3.5,5.125,0.875,2.125,0.0,0.25,1.125,-1,-2,25.0,34.0,2.216666666666667,3.15,3.073333333333333
551,2006/2007,2006-12-16,2006-12-16,Charlton,Liverpool,0,3,A,0,3,3,0,-3,3,7,22,2,10,9,5,2,8,1,1,0,0,0,3,-3,1.625,2.875,3.5,1.875,-0.875,-0.375,1.75,0.75,13.5,13.0,6.875,6.125,12.375,13.5,6.0,7.625,1.5,2.0,0.125,0.0,-0.125,1,1,30.0,39.0,5.333333333333333,3.5666666666666664,1.593333333333333
552,2006/2007,2006-12-16,2006-12-16,Newcastle,Watford,2,1,H,2,1,2,2,0,-1,11,11,6,8,7,18,4,8,0,0,0,0,3,0,3,1.875,1.25,2.25,2.5,0.125,-1.25,1.375,0.375,14.125,8.75,7.75,4.125,14.75,15.25,6.0,5.625,1.75,1.625,0.125,0.0,-0.25,2,0,35.0,0.0,1.64,3.4333333333333336,5.133333333333334
553,2006/2007,2006-12-16,2006-12-16,Reading,Blackburn,1,2,A,1,2,2,1,-1,1,10,10,5,7,17,8,9,3,1,2,0,0,0,3,-3,2.375,2.0,2.625,3.0,0.625,-1.0,2.75,0.7142857142857143,8.25,8.857142857142858,3.625,4.428571428571429,9.125,13.571428571428571,6.25,4.428571428571429,0.625,2.142857142857143,0.125,0.2857142857142857,1.875,3,-3,0.0,36.0,2.0,3.2000000000000006,3.516666666666666
554,2006/2007,2006-12-16,2006-12-16,Wigan,Sheffield United,0,1,A,0,3,2,2,-2,1,14,11,6,7,10,12,6,2,0,2,0,0,0,3,-3,2.5,1.375,2.625,2.5,-0.5,-1.125,1.375,0.875,11.625,9.875,4.875,4.125,11.375,12.625,4.125,3.5,1.375,1.75,0.0,0.125,-0.125,-1,1,31.0,0.0,1.8333333333333333,3.2833333333333337,4.043333333333333
555,2006/2007,2006-12-17,2006-12-23,Everton,Chelsea,2,3,A,4,6,3,4,1,2,3,18,1,9,17,8,5,6,1,1,0,0,0,6,-6,2.5,3.375,2.125,1.125,0.75,1.875,2.125,2.5,10.25,12.25,5.375,7.0,15.625,11.25,4.0,5.25,1.625,1.875,0.0,0.25,1.5,2,1,32.0,40.0,5.5,3.6666666666666665,1.5566666666666666
556,2006/2007,2006-12-17,2006-12-23,Man City,Tottenham,1,2,A,1,3,4,4,-3,-1,10,11,4,7,13,11,6,3,1,0,0,0,0,3,-3,1.75,2.5,2.5,2.625,-0.5,-1.0,2.5,0.375,13.125,9.125,6.5,4.5,15.625,13.875,5.75,3.125,1.0,1.125,0.0,0.25,2.0,0,-1,27.0,37.0,2.4166666666666665,3.15,2.75
557,2006/2007,2006-12-17,2006-12-23,West Ham,Man United,1,0,H,1,3,0,1,1,2,10,19,4,11,25,10,1,11,3,2,0,0,3,3,0,1.25,4.75,3.0,1.125,-1.125,3.625,1.625,3.5,11.375,16.5,5.5,9.125,12.875,11.0,6.125,7.25,2.125,1.625,0.0,0.0,0.125,-1,5,33.0,41.0,6.333333333333333,3.9166666666666665,1.4466666666666665
558,2006/2007,2006-12-18,2006-12-23,Fulham,Middlesbrough,2,1,H,2,3,1,2,1,1,11,16,6,10,19,16,5,6,0,0,0,0,4,0,4,2.0,1.75,3.375,2.75,-1.125,-1.125,2.125,0.375,8.875,6.625,4.25,3.0,12.0,15.875,4.625,3.0,1.375,3.0,0.125,0.25,0.875,1,-1,28.0,29.0,2.1333333333333333,3.15,3.233333333333333
559,2006/2007,2006-12-23,2006-12-23,Arsenal,Blackburn,6,2,H,6,2,2,6,4,-4,18,11,12,7,14,14,7,6,3,3,0,0,3,0,3,3.2222222222222223,2.0,1.6666666666666667,2.75,2.2222222222222223,-0.75,2.3333333333333335,1.0,16.0,9.0,9.222222222222221,4.75,9.222222222222221,12.875,9.666666666666666,4.25,1.2222222222222223,2.125,0.0,0.25,1.6666666666666667,0,1,38.0,36.0,1.32,4.483333333333333,8.583333333333334
560,2006/2007,2006-12-23,2006-12-23,Aston Villa,Man United,0,3,A,0,3,3,1,-3,2,11,14,3,10,12,11,6,8,2,2,0,0,0,3,-3,2.3333333333333335,4.222222222222222,2.0,1.0,0.5555555555555556,3.4444444444444446,1.6666666666666667,3.4444444444444446,9.666666666666666,16.77777777777778,5.222222222222222,9.333333333333334,13.555555555555555,10.88888888888889,4.0,7.666666666666667,0.7777777777777778,1.6666666666666667,0.0,0.0,0.6666666666666666,-2,5,25.0,41.0,5.233333333333333,3.5500000000000003,1.6033333333333335
561,2006/2007,2006-12-23,2006-12-23,Fulham,West Ham,0,0,D,2,1,1,0,1,1,11,13,7,4,17,17,2,7,1,2,0,1,4,1,3,1.7777777777777777,1.1111111111111112,3.0,2.6666666666666665,-0.8888888888888888,-2.888888888888889,2.3333333333333335,0.2222222222222222,9.11111111111111,7.555555555555555,4.444444444444445,3.5555555555555554,12.777777777777779,10.777777777777779,4.666666666666667,5.0,1.2222222222222223,2.111111111111111,0.1111111111111111,0.0,1.2222222222222223,1,-8,28.0,33.0,2.3233333333333333,3.1833333333333336,2.84
562,2006/2007,2006-12-23,2006-12-23,Liverpool,Watford,2,0,H,2,0,0,2,2,-2,15,7,10,4,10,17,7,6,0,0,0,0,3,0,3,2.888888888888889,1.2222222222222223,1.6666666666666667,2.4444444444444446,2.2222222222222223,-1.2222222222222223,3.2222222222222223,0.3333333333333333,19.11111111111111,9.0,8.777777777777779,4.555555555555555,10.333333333333334,15.555555555555555,8.0,5.888888888888889,0.8888888888888888,1.4444444444444444,0.0,0.0,2.5555555555555554,1,-1,39.0,0.0,1.2,5.733333333333333,11.333333333333334
563,2006/2007,2006-12-23,2006-12-23,Man City,Bolton,0,2,A,1,2,4,0,-3,2,5,9,3,3,23,16,8,2,1,3,1,0,0,3,-3,1.5555555555555556,2.2222222222222223,2.2222222222222223,1.6666666666666667,-0.7777777777777778,-0.5555555555555556,2.2222222222222223,1.6666666666666667,12.777777777777779,7.555555555555555,6.222222222222222,3.7777777777777777,15.333333333333334,14.555555555555555,5.777777777777778,4.777777777777778,1.0,2.3333333333333335,0.0,0.2222222222222222,1.4444444444444444,0,1,27.0,34.0,2.4,3.15,2.7900000000000005
564,2006/2007,2006-12-23,2006-12-23,Middlesbrough,Charlton,2,0,H,3,0,2,2,1,-2,16,8,9,6,1,9,11,4,0,1,0,0,3,0,3,1.5555555555555556,1.4444444444444444,2.4444444444444446,3.4444444444444446,-0.3333333333333333,-1.4444444444444444,1.5555555555555556,0.1111111111111111,11.88888888888889,7.111111111111111,5.777777777777778,3.0,12.88888888888889,11.444444444444445,6.333333333333333,4.444444444444445,1.4444444444444444,1.7777777777777777,0.0,0.1111111111111111,0.0,0,-4,29.0,30.0,1.7233333333333334,3.3333333333333335,4.6499999999999995
565,2006/2007,2006-12-23,2006-12-23,Newcastle,Tottenham,3,1,H,3,3,1,4,2,-1,12,17,9,6,12,18,5,5,1,1,0,0,3,3,0,1.8888888888888888,2.2222222222222223,2.2222222222222223,2.3333333333333335,0.1111111111111111,-1.0,1.5555555555555556,0.6666666666666666,13.777777777777779,9.333333333333334,7.555555555555555,4.777777777777778,13.88888888888889,13.555555555555555,5.777777777777778,3.111111111111111,1.5555555555555556,1.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,3,-1,35.0,37.0,2.4166666666666665,3.15,2.75
566,2006/2007,2006-12-23,2006-12-23,Portsmouth,Sheffield United,3,1,H,3,1,1,3,2,-2,13,11,6,6,14,6,6,3,0,2,0,0,3,0,3,2.7777777777777777,1.5555555555555556,1.7777777777777777,2.4444444444444446,1.0,-0.8888888888888888,2.2222222222222223,1.1111111111111112,16.666666666666668,10.0,9.222222222222221,4.444444444444445,15.444444444444445,12.555555555555555,8.0,3.3333333333333335,1.4444444444444444,1.7777777777777777,0.1111111111111111,0.1111111111111111,1.6666666666666667,1,2,26.0,0.0,1.6366666666666667,3.5,5.0
567,2006/2007,2006-12-23,2006-12-23,Reading,Everton,0,2,A,0,4,2,3,-2,1,11,10,7,7,10,6,12,4,0,0,0,0,0,3,-3,2.2222222222222223,2.2222222222222223,2.5555555555555554,1.8888888888888888,0.4444444444444444,-0.1111111111111111,2.4444444444444446,1.2222222222222223,8.444444444444445,8.333333333333334,3.7777777777777777,4.333333333333333,10.0,15.11111111111111,6.555555555555555,5.555555555555555,0.6666666666666666,1.8888888888888888,0.1111111111111111,0.2222222222222222,1.3333333333333333,-1,-2,0.0,32.0,2.2666666666666666,3.15,2.966666666666667
568,2006/2007,2006-12-23,2006-12-23,Wigan,Chelsea,2,3,A,2,6,3,4,-1,2,14,8,6,5,10,10,3,6,3,4,0,0,0,6,-6,2.2222222222222223,3.0,2.5555555555555554,1.0,-0.6666666666666666,1.8888888888888888,1.2222222222222223,2.888888888888889,11.88888888888889,12.88888888888889,5.0,7.222222222222222,11.222222222222221,10.88888888888889,4.333333333333333,5.333333333333333,1.2222222222222223,1.7777777777777777,0.0,0.2222222222222222,-0.4444444444444444,-3,1,31.0,40.0,7.166666666666667,4.11,1.3999999999999997
569,2006/2007,2006-12-26,2006-12-30,Blackburn,Liverpool,1,0,H,3,1,1,1,2,0,8,18,4,12,13,6,3,5,3,2,0,0,6,3,3,2.0,3.111111111111111,3.111111111111111,1.6666666666666667,-0.3333333333333333,0.0,1.2222222222222223,1.0,11.88888888888889,14.0,5.777777777777778,6.555555555555555,14.88888888888889,12.555555555555555,5.333333333333333,7.666666666666667,2.3333333333333335,1.8888888888888888,0.2222222222222222,0.0,-0.6666666666666666,-1,2,36.0,39.0,4.166666666666667,3.3833333333333333,1.7766666666666666
570,2006/2007,2006-12-26,2006-12-30,Bolton,Newcastle,2,1,H,5,1,3,5,2,-4,10,10,7,5,15,14,5,2,3,3,0,0,6,0,6,2.4444444444444446,2.2222222222222223,1.6666666666666667,2.3333333333333335,0.6666666666666666,-0.2222222222222222,1.7777777777777777,1.2222222222222223,9.88888888888889,9.222222222222221,4.777777777777778,4.444444444444445,13.555555555555555,11.11111111111111,5.333333333333333,3.7777777777777777,1.7777777777777777,2.3333333333333335,0.0,0.0,0.5555555555555556,1,-1,34.0,35.0,1.8833333333333335,3.25,3.8666666666666667
571,2006/2007,2006-12-26,2006-12-30,Chelsea,Reading,2,2,D,4,4,4,5,0,-1,16,6,5,1,14,9,6,7,1,1,0,0,2,1,1,3.6666666666666665,2.2222222222222223,1.4444444444444444,2.7777777777777777,1.4444444444444444,-1.1111111111111112,3.0,1.2222222222222223,16.11111111111111,6.777777777777778,8.11111111111111,2.5555555555555554,11.777777777777779,10.222222222222221,5.888888888888889,7.111111111111111,1.6666666666666667,1.4444444444444444,0.1111111111111111,0.1111111111111111,2.4444444444444446,1,0,40.0,0.0,1.1766666666666665,5.8999999999999995,13.0
572,2006/2007,2006-12-26,2006-12-30,Everton,Middlesbrough,0,0,D,3,1,0,2,3,-1,10,7,4,2,12,17,12,2,2,1,0,0,4,1,3,2.6666666666666665,1.8888888888888888,2.2222222222222223,2.6666666666666665,0.7777777777777778,-0.8888888888888888,1.8888888888888888,0.3333333333333333,9.444444444444445,7.666666666666667,4.888888888888889,3.7777777777777777,15.777777777777779,15.88888888888889,4.111111111111111,3.3333333333333335,1.5555555555555556,2.6666666666666665,0.0,0.2222222222222222,0.6666666666666666,-1,-2,32.0,29.0,1.7933333333333332,3.233333333333333,4.333333333333333
573,2006/2007,2006-12-26,2006-12-30,Man United,Wigan,3,1,H,6,1,3,3,3,-2,17,6,8,3,12,14,8,1,0,0,0,0,6,0,6,4.555555555555555,2.4444444444444446,1.1111111111111112,2.888888888888889,3.2222222222222223,-0.3333333333333333,2.888888888888889,1.6666666666666667,15.555555555555555,10.777777777777779,8.11111111111111,5.444444444444445,12.0,14.555555555555555,6.111111111111111,5.333333333333333,1.1111111111111112,2.6666666666666665,0.0,0.0,2.111111111111111,2,0,41.0,31.0,1.1866666666666665,5.733333333333333,12.666666666666666
574,2006/2007,2006-12-26,2006-12-30,Sheffield United,Man City,0,1,A,1,2,1,0,0,2,19,11,13,8,7,9,8,5,2,1,0,0,3,6,-3,1.6666666666666667,1.6666666666666667,2.7777777777777777,2.6666666666666665,0.0,-0.8888888888888888,1.1111111111111112,0.4444444444444444,11.88888888888889,11.333333333333334,6.111111111111111,5.888888888888889,11.444444444444445,14.555555555555555,6.555555555555555,4.555555555555555,1.4444444444444444,2.111111111111111,0.0,0.3333333333333333,-0.3333333333333333,0,-1,0.0,27.0,2.25,3.1666666666666665,2.983333333333333
575,2006/2007,2006-12-26,2006-12-30,Tottenham,Aston Villa,2,1,H,2,2,2,4,0,-2,12,9,10,7,12,14,4,4,1,2,0,0,3,0,3,2.5555555555555554,2.3333333333333335,2.7777777777777777,2.3333333333333335,1.0,-0.2222222222222222,3.4444444444444446,1.3333333333333333,14.0,8.777777777777779,7.444444444444445,4.888888888888889,10.11111111111111,14.88888888888889,6.888888888888889,3.888888888888889,1.4444444444444444,1.6666666666666667,0.1111111111111111,0.0,2.888888888888889,6,0,37.0,25.0,1.7666666666666666,3.25,4.483333333333333
576,2006/2007,2006-12-26,2006-12-30,Watford,Arsenal,1,2,A,1,2,2,2,-1,0,6,16,3,8,11,6,7,5,2,0,0,0,0,3,-3,1.375,3.888888888888889,3.0,1.8888888888888888,-0.125,1.0,1.125,1.8888888888888888,10.0,13.333333333333334,4.875,6.111111111111111,16.375,9.666666666666666,5.5,6.0,1.25,2.2222222222222223,0.125,0.1111111111111111,-0.75,0,1,0.0,38.0,7.166666666666667,3.983333333333333,1.4166666666666667
577,2006/2007,2006-12-26,2006-12-30,West Ham,Portsmouth,1,2,A,1,4,3,4,-2,0,14,12,7,6,12,13,6,4,2,1,0,0,0,3,-3,1.2222222222222223,3.111111111111111,2.6666666666666665,1.8888888888888888,-0.8888888888888888,-0.2222222222222222,1.7777777777777777,1.1111111111111112,11.222222222222221,7.666666666666667,5.333333333333333,3.6666666666666665,14.222222222222221,11.222222222222221,5.555555555555555,4.222222222222222,2.2222222222222223,1.5555555555555556,0.0,0.0,0.1111111111111111,1,0,33.0,26.0,2.25,3.1666666666666665,2.9666666666666663
